DATE,GEO,Sex,Cancer_type,Characteristics,UOM,VALUE,Age_group
2017,Alberta,Females,Stomach,Number of new cancer cases,Number,0,Child
2017,Alberta,Females,Colon and rectum,Number of new cancer cases,Number,0,Child
2017,Alberta,Females,Liver,Number of new cancer cases,Number,5,Child
2017,Alberta,Females,Lung and bronchus,Number of new cancer cases,Number,0,Child
2017,Alberta,Females,Breast,Number of new cancer cases,Number,0,Child
2017,Alberta,Females,Liver,Number of new cancer cases,Number,0,Child
2017,Alberta,Females,Stomach,Number of new cancer cases,Number,0,Young Adults
2017,Alberta,Females,Colon and rectum,Number of new cancer cases,Number,5,Young Adults
2017,Alberta,Females,Liver,Number of new cancer cases,Number,0,Young Adults
2017,Alberta,Females,Lung and bronchus,Number of new cancer cases,Number,0,Young Adults
2017,Alberta,Females,Breast,Number of new cancer cases,Number,0,Young Adults
2017,Alberta,Females,Colon and rectum,Number of new cancer cases,Number,0,Young Adults
2017,Alberta,Females,Breast,Number of new cancer cases,Number,15,Young Adults
2017,Alberta,Females,Stomach,Number of new cancer cases,Number,0,Middle-aged Adults
2017,Alberta,Females,Colon and rectum,Number of new cancer cases,Number,15,Middle-aged Adults
2017,Alberta,Females,Liver,Number of new cancer cases,Number,0,Middle-aged Adults
2017,Alberta,Females,Lung and bronchus,Number of new cancer cases,Number,0,Middle-aged Adults
2017,Alberta,Females,Breast,Number of new cancer cases,Number,50,Middle-aged Adults
2017,Alberta,Females,Liver,Number of new cancer cases,Number,5,Middle-aged Adults
2017,Alberta,Females,Lung and bronchus,Number of new cancer cases,Number,5,Middle-aged Adults
2017,Alberta,Females,Breast,Number of new cancer cases,Number,85,Middle-aged Adults
2017,Alberta,Females,Colon and rectum,Number of new cancer cases,Number,25,Middle-aged Adults
2017,Alberta,Females,Lung and bronchus,Number of new cancer cases,Number,10,Middle-aged Adults
2017,Alberta,Females,Breast,Number of new cancer cases,Number,180,Middle-aged Adults
2017,Alberta,Females,Stomach,Number of new cancer cases,Number,0,Old-aged Adults
2017,Alberta,Females,Colon and rectum,Number of new cancer cases,Number,40,Old-aged Adults
2017,Alberta,Females,Liver,Number of new cancer cases,Number,0,Old-aged Adults
2017,Alberta,Females,Lung and bronchus,Number of new cancer cases,Number,15,Old-aged Adults
2017,Alberta,Females,Breast,Number of new cancer cases,Number,230,Old-aged Adults
2017,Alberta,Females,Stomach,Number of new cancer cases,Number,5,Old-aged Adults
2017,Alberta,Females,Colon and rectum,Number of new cancer cases,Number,60,Old-aged Adults
2017,Alberta,Females,Lung and bronchus,Number of new cancer cases,Number,45,Old-aged Adults
2017,Alberta,Females,Breast,Number of new cancer cases,Number,305,Old-aged Adults
2017,Alberta,Females,Stomach,Number of new cancer cases,Number,10,Old-aged Adults
2017,Alberta,Females,Colon and rectum,Number of new cancer cases,Number,80,Old-aged Adults
2017,Alberta,Females,Lung and bronchus,Number of new cancer cases,Number,100,Old-aged Adults
2017,Alberta,Females,Breast,Number of new cancer cases,Number,340,Old-aged Adults
2017,Alberta,Females,Stomach,Number of new cancer cases,Number,15,Old-aged Adults
2017,Alberta,Females,Colon and rectum,Number of new cancer cases,Number,90,Old-aged Adults
2017,Alberta,Females,Liver,Number of new cancer cases,Number,15,Old-aged Adults
2017,Alberta,Females,Lung and bronchus,Number of new cancer cases,Number,140,Old-aged Adults
2017,Alberta,Females,Breast,Number of new cancer cases,Number,330,Old-aged Adults
2017,Alberta,Females,Colon and rectum,Number of new cancer cases,Number,95,Old-aged Adults
2017,Alberta,Females,Liver,Number of new cancer cases,Number,5,Old-aged Adults
2017,Alberta,Females,Lung and bronchus,Number of new cancer cases,Number,180,Old-aged Adults
2017,Alberta,Females,Breast,Number of new cancer cases,Number,390,Old-aged Adults
2017,Alberta,Females,Colon and rectum,Number of new cancer cases,Number,120,Old-aged Adults
2017,Alberta,Females,Lung and bronchus,Number of new cancer cases,Number,230,Old-aged Adults
2017,Alberta,Females,Breast,Number of new cancer cases,Number,310,Old-aged Adults
2017,Alberta,Females,Colon and rectum,Number of new cancer cases,Number,85,Old-aged Adults
2017,Alberta,Females,Liver,Number of new cancer cases,Number,10,Old-aged Adults
2017,Alberta,Females,Lung and bronchus,Number of new cancer cases,Number,225,Old-aged Adults
2017,Alberta,Females,Breast,Number of new cancer cases,Number,175,Old-aged Adults
2017,Alberta,Females,Colon and rectum,Number of new cancer cases,Number,75,Old-aged Adults
2017,Alberta,Females,Lung and bronchus,Number of new cancer cases,Number,135,Old-aged Adults
2017,Alberta,Females,Breast,Number of new cancer cases,Number,115,Old-aged Adults
2017,Alberta,Females,Colon and rectum,Number of new cancer cases,Number,55,Old-aged Adults
2017,Alberta,Females,Lung and bronchus,Number of new cancer cases,Number,75,Old-aged Adults
2017,Alberta,Females,Breast,Number of new cancer cases,Number,90,Old-aged Adults
2017,Alberta,Females,Colon and rectum,Number of new cancer cases,Number,50,Old-aged Adults
2017,Alberta,Females,Lung and bronchus,Number of new cancer cases,Number,30,Old-aged Adults
2017,Alberta,Females,Breast,Number of new cancer cases,Number,55,Old-aged Adults
2017,Alberta,Females,Stomach,Number of new cancer cases,Number,0,Unknown
2017,Alberta,Females,Colon and rectum,Number of new cancer cases,Number,0,Unknown
2017,Alberta,Females,Liver,Number of new cancer cases,Number,0,Unknown
2017,Alberta,Females,Lung and bronchus,Number of new cancer cases,Number,0,Unknown
2017,Alberta,Females,Breast,Number of new cancer cases,Number,0,Unknown
2017,British Columbia,Females,Stomach,Number of new cancer cases,Number,0,Child
2017,British Columbia,Females,Colon and rectum,Number of new cancer cases,Number,0,Child
2017,British Columbia,Females,Liver,Number of new cancer cases,Number,0,Child
2017,British Columbia,Females,Lung and bronchus,Number of new cancer cases,Number,0,Child
2017,British Columbia,Females,Breast,Number of new cancer cases,Number,0,Child
2017,British Columbia,Females,Colon and rectum,Number of new cancer cases,Number,5,Child
2017,British Columbia,Females,Stomach,Number of new cancer cases,Number,0,Young Adults
2017,British Columbia,Females,Colon and rectum,Number of new cancer cases,Number,0,Young Adults
2017,British Columbia,Females,Liver,Number of new cancer cases,Number,0,Young Adults
2017,British Columbia,Females,Lung and bronchus,Number of new cancer cases,Number,0,Young Adults
2017,British Columbia,Females,Breast,Number of new cancer cases,Number,0,Young Adults
2017,British Columbia,Females,Colon and rectum,Number of new cancer cases,Number,5,Young Adults
2017,British Columbia,Females,Lung and bronchus,Number of new cancer cases,Number,5,Young Adults
2017,British Columbia,Females,Breast,Number of new cancer cases,Number,15,Young Adults
2017,British Columbia,Females,Stomach,Number of new cancer cases,Number,0,Middle-aged Adults
2017,British Columbia,Females,Colon and rectum,Number of new cancer cases,Number,10,Middle-aged Adults
2017,British Columbia,Females,Liver,Number of new cancer cases,Number,0,Middle-aged Adults
2017,British Columbia,Females,Lung and bronchus,Number of new cancer cases,Number,5,Middle-aged Adults
2017,British Columbia,Females,Breast,Number of new cancer cases,Number,50,Middle-aged Adults
2017,British Columbia,Females,Stomach,Number of new cancer cases,Number,5,Middle-aged Adults
2017,British Columbia,Females,Colon and rectum,Number of new cancer cases,Number,15,Middle-aged Adults
2017,British Columbia,Females,Liver,Number of new cancer cases,Number,5,Middle-aged Adults
2017,British Columbia,Females,Lung and bronchus,Number of new cancer cases,Number,0,Middle-aged Adults
2017,British Columbia,Females,Breast,Number of new cancer cases,Number,90,Middle-aged Adults
2017,British Columbia,Females,Colon and rectum,Number of new cancer cases,Number,30,Middle-aged Adults
2017,British Columbia,Females,Lung and bronchus,Number of new cancer cases,Number,10,Middle-aged Adults
2017,British Columbia,Females,Breast,Number of new cancer cases,Number,165,Middle-aged Adults
2017,British Columbia,Females,Stomach,Number of new cancer cases,Number,5,Old-aged Adults
2017,British Columbia,Females,Colon and rectum,Number of new cancer cases,Number,30,Old-aged Adults
2017,British Columbia,Females,Liver,Number of new cancer cases,Number,5,Old-aged Adults
2017,British Columbia,Females,Lung and bronchus,Number of new cancer cases,Number,15,Old-aged Adults
2017,British Columbia,Females,Breast,Number of new cancer cases,Number,285,Old-aged Adults
2017,British Columbia,Females,Colon and rectum,Number of new cancer cases,Number,80,Old-aged Adults
2017,British Columbia,Females,Lung and bronchus,Number of new cancer cases,Number,60,Old-aged Adults
2017,British Columbia,Females,Breast,Number of new cancer cases,Number,340,Old-aged Adults
2017,British Columbia,Females,Stomach,Number of new cancer cases,Number,10,Old-aged Adults
2017,British Columbia,Females,Colon and rectum,Number of new cancer cases,Number,120,Old-aged Adults
2017,British Columbia,Females,Liver,Number of new cancer cases,Number,15,Old-aged Adults
2017,British Columbia,Females,Lung and bronchus,Number of new cancer cases,Number,140,Old-aged Adults
2017,British Columbia,Females,Breast,Number of new cancer cases,Number,390,Old-aged Adults
2017,British Columbia,Females,Colon and rectum,Number of new cancer cases,Number,125,Old-aged Adults
2017,British Columbia,Females,Lung and bronchus,Number of new cancer cases,Number,205,Old-aged Adults
2017,British Columbia,Females,Breast,Number of new cancer cases,Number,425,Old-aged Adults
2017,British Columbia,Females,Colon and rectum,Number of new cancer cases,Number,160,Old-aged Adults
2017,British Columbia,Females,Lung and bronchus,Number of new cancer cases,Number,280,Old-aged Adults
2017,British Columbia,Females,Breast,Number of new cancer cases,Number,445,Old-aged Adults
2017,British Columbia,Females,Stomach,Number of new cancer cases,Number,25,Old-aged Adults
2017,British Columbia,Females,Colon and rectum,Number of new cancer cases,Number,165,Old-aged Adults
2017,British Columbia,Females,Lung and bronchus,Number of new cancer cases,Number,300,Old-aged Adults
2017,British Columbia,Females,Breast,Number of new cancer cases,Number,420,Old-aged Adults
2017,British Columbia,Females,Stomach,Number of new cancer cases,Number,15,Old-aged Adults
2017,British Columbia,Females,Liver,Number of new cancer cases,Number,10,Old-aged Adults
2017,British Columbia,Females,Lung and bronchus,Number of new cancer cases,Number,285,Old-aged Adults
2017,British Columbia,Females,Breast,Number of new cancer cases,Number,240,Old-aged Adults
2017,British Columbia,Females,Lung and bronchus,Number of new cancer cases,Number,195,Old-aged Adults
2017,British Columbia,Females,Breast,Number of new cancer cases,Number,165,Old-aged Adults
2017,British Columbia,Females,Lung and bronchus,Number of new cancer cases,Number,150,Old-aged Adults
2017,British Columbia,Females,Breast,Number of new cancer cases,Number,160,Old-aged Adults
2017,British Columbia,Females,Colon and rectum,Number of new cancer cases,Number,85,Old-aged Adults
2017,British Columbia,Females,Lung and bronchus,Number of new cancer cases,Number,75,Old-aged Adults
2017,British Columbia,Females,Breast,Number of new cancer cases,Number,95,Old-aged Adults
2017,British Columbia,Females,Stomach,Number of new cancer cases,Number,0,Unknown
2017,British Columbia,Females,Colon and rectum,Number of new cancer cases,Number,0,Unknown
2017,British Columbia,Females,Liver,Number of new cancer cases,Number,0,Unknown
2017,British Columbia,Females,Lung and bronchus,Number of new cancer cases,Number,0,Unknown
2017,British Columbia,Females,Breast,Number of new cancer cases,Number,0,Unknown
2017,Yukon,Females,Stomach,Number of new cancer cases,Number,0,Child
2017,Yukon,Females,Colon and rectum,Number of new cancer cases,Number,0,Child
2017,Yukon,Females,Liver,Number of new cancer cases,Number,0,Child
2017,Yukon,Females,Lung and bronchus,Number of new cancer cases,Number,0,Child
2017,Yukon,Females,Breast,Number of new cancer cases,Number,0,Child
2017,Yukon,Females,Stomach,Number of new cancer cases,Number,0,Young Adults
2017,Yukon,Females,Colon and rectum,Number of new cancer cases,Number,0,Young Adults
2017,Yukon,Females,Liver,Number of new cancer cases,Number,0,Young Adults
2017,Yukon,Females,Lung and bronchus,Number of new cancer cases,Number,0,Young Adults
2017,Yukon,Females,Breast,Number of new cancer cases,Number,0,Young Adults
2017,Yukon,Females,Stomach,Number of new cancer cases,Number,0,Middle-aged Adults
2017,Yukon,Females,Colon and rectum,Number of new cancer cases,Number,0,Middle-aged Adults
2017,Yukon,Females,Liver,Number of new cancer cases,Number,0,Middle-aged Adults
2017,Yukon,Females,Lung and bronchus,Number of new cancer cases,Number,0,Middle-aged Adults
2017,Yukon,Females,Breast,Number of new cancer cases,Number,0,Middle-aged Adults
2017,Yukon,Females,Breast,Number of new cancer cases,Number,5,Middle-aged Adults
2017,Yukon,Females,Stomach,Number of new cancer cases,Number,0,Old-aged Adults
2017,Yukon,Females,Colon and rectum,Number of new cancer cases,Number,0,Old-aged Adults
2017,Yukon,Females,Liver,Number of new cancer cases,Number,0,Old-aged Adults
2017,Yukon,Females,Lung and bronchus,Number of new cancer cases,Number,0,Old-aged Adults
2017,Yukon,Females,Breast,Number of new cancer cases,Number,0,Old-aged Adults
2017,Yukon,Females,Stomach,Number of new cancer cases,Number,5,Old-aged Adults
2017,Yukon,Females,Lung and bronchus,Number of new cancer cases,Number,5,Old-aged Adults
2017,Yukon,Females,Breast,Number of new cancer cases,Number,10,Old-aged Adults
2017,Yukon,Females,Breast,Number of new cancer cases,Number,5,Old-aged Adults
2017,Yukon,Females,Colon and rectum,Number of new cancer cases,Number,5,Old-aged Adults
2017,Yukon,Females,Stomach,Number of new cancer cases,Number,0,Unknown
2017,Yukon,Females,Colon and rectum,Number of new cancer cases,Number,0,Unknown
2017,Yukon,Females,Liver,Number of new cancer cases,Number,0,Unknown
2017,Yukon,Females,Lung and bronchus,Number of new cancer cases,Number,0,Unknown
2017,Yukon,Females,Breast,Number of new cancer cases,Number,0,Unknown
2017,Northwest Territories,Females,Stomach,Number of new cancer cases,Number,0,Child
2017,Northwest Territories,Females,Colon and rectum,Number of new cancer cases,Number,0,Child
2017,Northwest Territories,Females,Liver,Number of new cancer cases,Number,0,Child
2017,Northwest Territories,Females,Lung and bronchus,Number of new cancer cases,Number,0,Child
2017,Northwest Territories,Females,Breast,Number of new cancer cases,Number,0,Child
2017,Northwest Territories,Females,Stomach,Number of new cancer cases,Number,0,Young Adults
2017,Northwest Territories,Females,Colon and rectum,Number of new cancer cases,Number,0,Young Adults
2017,Northwest Territories,Females,Liver,Number of new cancer cases,Number,0,Young Adults
2017,Northwest Territories,Females,Lung and bronchus,Number of new cancer cases,Number,0,Young Adults
2017,Northwest Territories,Females,Breast,Number of new cancer cases,Number,0,Young Adults
2017,Northwest Territories,Females,Stomach,Number of new cancer cases,Number,0,Middle-aged Adults
2017,Northwest Territories,Females,Colon and rectum,Number of new cancer cases,Number,0,Middle-aged Adults
2017,Northwest Territories,Females,Liver,Number of new cancer cases,Number,0,Middle-aged Adults
2017,Northwest Territories,Females,Lung and bronchus,Number of new cancer cases,Number,0,Middle-aged Adults
2017,Northwest Territories,Females,Breast,Number of new cancer cases,Number,0,Middle-aged Adults
2017,Northwest Territories,Females,Stomach,Number of new cancer cases,Number,0,Old-aged Adults
2017,Northwest Territories,Females,Colon and rectum,Number of new cancer cases,Number,5,Old-aged Adults
2017,Northwest Territories,Females,Liver,Number of new cancer cases,Number,0,Old-aged Adults
2017,Northwest Territories,Females,Lung and bronchus,Number of new cancer cases,Number,0,Old-aged Adults
2017,Northwest Territories,Females,Breast,Number of new cancer cases,Number,0,Old-aged Adults
2017,Northwest Territories,Females,Colon and rectum,Number of new cancer cases,Number,0,Old-aged Adults
2017,Northwest Territories,Females,Breast,Number of new cancer cases,Number,5,Old-aged Adults
2017,Northwest Territories,Females,Lung and bronchus,Number of new cancer cases,Number,5,Old-aged Adults
2017,Northwest Territories,Females,Stomach,Number of new cancer cases,Number,0,Unknown
2017,Northwest Territories,Females,Colon and rectum,Number of new cancer cases,Number,0,Unknown
2017,Northwest Territories,Females,Liver,Number of new cancer cases,Number,0,Unknown
2017,Northwest Territories,Females,Lung and bronchus,Number of new cancer cases,Number,0,Unknown
2017,Northwest Territories,Females,Breast,Number of new cancer cases,Number,0,Unknown
2017,Nunavut,Females,Stomach,Number of new cancer cases,Number,0,Child
2017,Nunavut,Females,Colon and rectum,Number of new cancer cases,Number,0,Child
2017,Nunavut,Females,Liver,Number of new cancer cases,Number,0,Child
2017,Nunavut,Females,Lung and bronchus,Number of new cancer cases,Number,0,Child
2017,Nunavut,Females,Breast,Number of new cancer cases,Number,0,Child
2017,Nunavut,Females,Stomach,Number of new cancer cases,Number,0,Young Adults
2017,Nunavut,Females,Colon and rectum,Number of new cancer cases,Number,0,Young Adults
2017,Nunavut,Females,Liver,Number of new cancer cases,Number,0,Young Adults
2017,Nunavut,Females,Lung and bronchus,Number of new cancer cases,Number,0,Young Adults
2017,Nunavut,Females,Breast,Number of new cancer cases,Number,0,Young Adults
2017,Nunavut,Females,Stomach,Number of new cancer cases,Number,0,Middle-aged Adults
2017,Nunavut,Females,Colon and rectum,Number of new cancer cases,Number,0,Middle-aged Adults
2017,Nunavut,Females,Liver,Number of new cancer cases,Number,0,Middle-aged Adults
2017,Nunavut,Females,Lung and bronchus,Number of new cancer cases,Number,0,Middle-aged Adults
2017,Nunavut,Females,Breast,Number of new cancer cases,Number,0,Middle-aged Adults
2017,Nunavut,Females,Stomach,Number of new cancer cases,Number,0,Old-aged Adults
2017,Nunavut,Females,Colon and rectum,Number of new cancer cases,Number,0,Old-aged Adults
2017,Nunavut,Females,Liver,Number of new cancer cases,Number,0,Old-aged Adults
2017,Nunavut,Females,Lung and bronchus,Number of new cancer cases,Number,0,Old-aged Adults
2017,Nunavut,Females,Breast,Number of new cancer cases,Number,5,Old-aged Adults
2017,Nunavut,Females,Lung and bronchus,Number of new cancer cases,Number,5,Old-aged Adults
2017,Nunavut,Females,Breast,Number of new cancer cases,Number,0,Old-aged Adults
2017,Nunavut,Females,Colon and rectum,Number of new cancer cases,Number,5,Old-aged Adults
2017,Nunavut,Females,Stomach,Number of new cancer cases,Number,0,Unknown
2017,Nunavut,Females,Colon and rectum,Number of new cancer cases,Number,0,Unknown
2017,Nunavut,Females,Liver,Number of new cancer cases,Number,0,Unknown
2017,Nunavut,Females,Lung and bronchus,Number of new cancer cases,Number,0,Unknown
2017,Nunavut,Females,Breast,Number of new cancer cases,Number,0,Unknown
2018,Newfoundland and Labrador,Females,Stomach,Number of new cancer cases,Number,0,Child
2018,Newfoundland and Labrador,Females,Colon and rectum,Number of new cancer cases,Number,0,Child
2018,Newfoundland and Labrador,Females,Liver,Number of new cancer cases,Number,0,Child
2018,Newfoundland and Labrador,Females,Lung and bronchus,Number of new cancer cases,Number,0,Child
2018,Newfoundland and Labrador,Females,Breast,Number of new cancer cases,Number,0,Child
2018,Newfoundland and Labrador,Females,Stomach,Number of new cancer cases,Number,0,Young Adults
2018,Newfoundland and Labrador,Females,Colon and rectum,Number of new cancer cases,Number,0,Young Adults
2018,Newfoundland and Labrador,Females,Liver,Number of new cancer cases,Number,0,Young Adults
2018,Newfoundland and Labrador,Females,Lung and bronchus,Number of new cancer cases,Number,0,Young Adults
2018,Newfoundland and Labrador,Females,Breast,Number of new cancer cases,Number,0,Young Adults
2018,Newfoundland and Labrador,Females,Stomach,Number of new cancer cases,Number,0,Middle-aged Adults
2018,Newfoundland and Labrador,Females,Colon and rectum,Number of new cancer cases,Number,5,Middle-aged Adults
2018,Newfoundland and Labrador,Females,Liver,Number of new cancer cases,Number,0,Middle-aged Adults
2018,Newfoundland and Labrador,Females,Lung and bronchus,Number of new cancer cases,Number,0,Middle-aged Adults
2018,Newfoundland and Labrador,Females,Breast,Number of new cancer cases,Number,5,Middle-aged Adults
2018,Newfoundland and Labrador,Females,Lung and bronchus,Number of new cancer cases,Number,5,Middle-aged Adults
2018,Newfoundland and Labrador,Females,Breast,Number of new cancer cases,Number,10,Middle-aged Adults
2018,Newfoundland and Labrador,Females,Colon and rectum,Number of new cancer cases,Number,10,Middle-aged Adults
2018,Newfoundland and Labrador,Females,Liver,Number of new cancer cases,Number,5,Middle-aged Adults
2018,Newfoundland and Labrador,Females,Breast,Number of new cancer cases,Number,20,Middle-aged Adults
2018,Newfoundland and Labrador,Females,Stomach,Number of new cancer cases,Number,5,Old-aged Adults
2018,Newfoundland and Labrador,Females,Colon and rectum,Number of new cancer cases,Number,5,Old-aged Adults
2018,Newfoundland and Labrador,Females,Liver,Number of new cancer cases,Number,0,Old-aged Adults
2018,Newfoundland and Labrador,Females,Lung and bronchus,Number of new cancer cases,Number,0,Old-aged Adults
2018,Newfoundland and Labrador,Females,Breast,Number of new cancer cases,Number,20,Old-aged Adults
2018,Newfoundland and Labrador,Females,Stomach,Number of new cancer cases,Number,0,Old-aged Adults
2018,Newfoundland and Labrador,Females,Colon and rectum,Number of new cancer cases,Number,10,Old-aged Adults
2018,Newfoundland and Labrador,Females,Lung and bronchus,Number of new cancer cases,Number,20,Old-aged Adults
2018,Newfoundland and Labrador,Females,Breast,Number of new cancer cases,Number,45,Old-aged Adults
2018,Newfoundland and Labrador,Females,Colon and rectum,Number of new cancer cases,Number,20,Old-aged Adults
2018,Newfoundland and Labrador,Females,Liver,Number of new cancer cases,Number,5,Old-aged Adults
2018,Newfoundland and Labrador,Females,Lung and bronchus,Number of new cancer cases,Number,25,Old-aged Adults
2018,Newfoundland and Labrador,Females,Breast,Number of new cancer cases,Number,40,Old-aged Adults
2018,Newfoundland and Labrador,Females,Colon and rectum,Number of new cancer cases,Number,40,Old-aged Adults
2018,Newfoundland and Labrador,Females,Lung and bronchus,Number of new cancer cases,Number,40,Old-aged Adults
2018,Newfoundland and Labrador,Females,Breast,Number of new cancer cases,Number,60,Old-aged Adults
2018,Newfoundland and Labrador,Females,Colon and rectum,Number of new cancer cases,Number,25,Old-aged Adults
2018,Newfoundland and Labrador,Females,Lung and bronchus,Number of new cancer cases,Number,60,Old-aged Adults
2018,Newfoundland and Labrador,Females,Breast,Number of new cancer cases,Number,70,Old-aged Adults
2018,Newfoundland and Labrador,Females,Colon and rectum,Number of new cancer cases,Number,30,Old-aged Adults
2018,Newfoundland and Labrador,Females,Lung and bronchus,Number of new cancer cases,Number,45,Old-aged Adults
2018,Newfoundland and Labrador,Females,Colon and rectum,Number of new cancer cases,Number,35,Old-aged Adults
2018,Newfoundland and Labrador,Females,Breast,Number of new cancer cases,Number,35,Old-aged Adults
2018,Newfoundland and Labrador,Females,Lung and bronchus,Number of new cancer cases,Number,30,Old-aged Adults
2018,Newfoundland and Labrador,Females,Breast,Number of new cancer cases,Number,25,Old-aged Adults
2018,Newfoundland and Labrador,Females,Lung and bronchus,Number of new cancer cases,Number,5,Old-aged Adults
2018,Newfoundland and Labrador,Females,Breast,Number of new cancer cases,Number,10,Old-aged Adults
2018,Newfoundland and Labrador,Females,Breast,Number of new cancer cases,Number,5,Old-aged Adults
2018,Newfoundland and Labrador,Females,Stomach,Number of new cancer cases,Number,0,Unknown
2018,Newfoundland and Labrador,Females,Colon and rectum,Number of new cancer cases,Number,0,Unknown
2018,Newfoundland and Labrador,Females,Liver,Number of new cancer cases,Number,0,Unknown
2018,Newfoundland and Labrador,Females,Lung and bronchus,Number of new cancer cases,Number,0,Unknown
2018,Newfoundland and Labrador,Females,Breast,Number of new cancer cases,Number,0,Unknown
2018,Prince Edward Island,Females,Stomach,Number of new cancer cases,Number,0,Child
2018,Prince Edward Island,Females,Colon and rectum,Number of new cancer cases,Number,0,Child
2018,Prince Edward Island,Females,Liver,Number of new cancer cases,Number,0,Child
2018,Prince Edward Island,Females,Lung and bronchus,Number of new cancer cases,Number,0,Child
2018,Prince Edward Island,Females,Breast,Number of new cancer cases,Number,0,Child
2018,Prince Edward Island,Females,Stomach,Number of new cancer cases,Number,0,Young Adults
2018,Prince Edward Island,Females,Colon and rectum,Number of new cancer cases,Number,0,Young Adults
2018,Prince Edward Island,Females,Liver,Number of new cancer cases,Number,0,Young Adults
2018,Prince Edward Island,Females,Lung and bronchus,Number of new cancer cases,Number,0,Young Adults
2018,Prince Edward Island,Females,Breast,Number of new cancer cases,Number,0,Young Adults
2018,Prince Edward Island,Females,Stomach,Number of new cancer cases,Number,0,Middle-aged Adults
2018,Prince Edward Island,Females,Colon and rectum,Number of new cancer cases,Number,0,Middle-aged Adults
2018,Prince Edward Island,Females,Liver,Number of new cancer cases,Number,0,Middle-aged Adults
2018,Prince Edward Island,Females,Lung and bronchus,Number of new cancer cases,Number,0,Middle-aged Adults
2018,Prince Edward Island,Females,Breast,Number of new cancer cases,Number,0,Middle-aged Adults
2018,Prince Edward Island,Females,Breast,Number of new cancer cases,Number,5,Middle-aged Adults
2018,Prince Edward Island,Females,Colon and rectum,Number of new cancer cases,Number,5,Middle-aged Adults
2018,Prince Edward Island,Females,Stomach,Number of new cancer cases,Number,0,Old-aged Adults
2018,Prince Edward Island,Females,Colon and rectum,Number of new cancer cases,Number,0,Old-aged Adults
2018,Prince Edward Island,Females,Liver,Number of new cancer cases,Number,0,Old-aged Adults
2018,Prince Edward Island,Females,Lung and bronchus,Number of new cancer cases,Number,0,Old-aged Adults
2018,Prince Edward Island,Females,Breast,Number of new cancer cases,Number,5,Old-aged Adults
2018,Prince Edward Island,Females,Colon and rectum,Number of new cancer cases,Number,5,Old-aged Adults
2018,Prince Edward Island,Females,Lung and bronchus,Number of new cancer cases,Number,5,Old-aged Adults
2018,Prince Edward Island,Females,Breast,Number of new cancer cases,Number,10,Old-aged Adults
2018,Prince Edward Island,Females,Colon and rectum,Number of new cancer cases,Number,10,Old-aged Adults
2018,Prince Edward Island,Females,Breast,Number of new cancer cases,Number,15,Old-aged Adults
2018,Prince Edward Island,Females,Lung and bronchus,Number of new cancer cases,Number,10,Old-aged Adults
2018,Prince Edward Island,Females,Breast,Number of new cancer cases,Number,20,Old-aged Adults
2018,Prince Edward Island,Females,Lung and bronchus,Number of new cancer cases,Number,15,Old-aged Adults
2018,Prince Edward Island,Females,Stomach,Number of new cancer cases,Number,5,Old-aged Adults
2018,Prince Edward Island,Females,Breast,Number of new cancer cases,Number,0,Old-aged Adults
2018,Prince Edward Island,Females,Stomach,Number of new cancer cases,Number,0,Unknown
2018,Prince Edward Island,Females,Colon and rectum,Number of new cancer cases,Number,0,Unknown
2018,Prince Edward Island,Females,Liver,Number of new cancer cases,Number,0,Unknown
2018,Prince Edward Island,Females,Lung and bronchus,Number of new cancer cases,Number,0,Unknown
2018,Prince Edward Island,Females,Breast,Number of new cancer cases,Number,0,Unknown
2018,Nova Scotia,Females,Stomach,Number of new cancer cases,Number,0,Child
2018,Nova Scotia,Females,Colon and rectum,Number of new cancer cases,Number,0,Child
2018,Nova Scotia,Females,Liver,Number of new cancer cases,Number,0,Child
2018,Nova Scotia,Females,Lung and bronchus,Number of new cancer cases,Number,0,Child
2018,Nova Scotia,Females,Breast,Number of new cancer cases,Number,0,Child
2018,Nova Scotia,Females,Stomach,Number of new cancer cases,Number,0,Young Adults
2018,Nova Scotia,Females,Colon and rectum,Number of new cancer cases,Number,0,Young Adults
2018,Nova Scotia,Females,Liver,Number of new cancer cases,Number,0,Young Adults
2018,Nova Scotia,Females,Lung and bronchus,Number of new cancer cases,Number,0,Young Adults
2018,Nova Scotia,Females,Breast,Number of new cancer cases,Number,0,Young Adults
2018,Nova Scotia,Females,Breast,Number of new cancer cases,Number,5,Young Adults
2018,Nova Scotia,Females,Stomach,Number of new cancer cases,Number,5,Young Adults
2018,Nova Scotia,Females,Stomach,Number of new cancer cases,Number,0,Middle-aged Adults
2018,Nova Scotia,Females,Colon and rectum,Number of new cancer cases,Number,0,Middle-aged Adults
2018,Nova Scotia,Females,Liver,Number of new cancer cases,Number,0,Middle-aged Adults
2018,Nova Scotia,Females,Lung and bronchus,Number of new cancer cases,Number,0,Middle-aged Adults
2018,Nova Scotia,Females,Breast,Number of new cancer cases,Number,10,Middle-aged Adults
2018,Nova Scotia,Females,Breast,Number of new cancer cases,Number,20,Middle-aged Adults
2018,Nova Scotia,Females,Colon and rectum,Number of new cancer cases,Number,5,Middle-aged Adults
2018,Nova Scotia,Females,Liver,Number of new cancer cases,Number,5,Middle-aged Adults
2018,Nova Scotia,Females,Breast,Number of new cancer cases,Number,35,Middle-aged Adults
2018,Nova Scotia,Females,Stomach,Number of new cancer cases,Number,0,Old-aged Adults
