DATE,GEO,Age,Sex,Cancer_type,Characteristics,UOM,VALUE,Age_group
2013,New Brunswick,60 to 64 years,Females,Breast,Number of new cancer cases,Number,85,Old-aged Adults
2013,New Brunswick,65 to 69 years,Females,Stomach,Number of new cancer cases,Number,0,Old-aged Adults
2013,New Brunswick,65 to 69 years,Females,Colon and rectum,Number of new cancer cases,Number,25,Old-aged Adults
2013,New Brunswick,65 to 69 years,Females,Colon excluding rectum,Number of new cancer cases,Number,20,Old-aged Adults
2013,New Brunswick,65 to 69 years,Females,Liver,Number of new cancer cases,Number,5,Old-aged Adults
2013,New Brunswick,65 to 69 years,Females,Lung and bronchus,Number of new cancer cases,Number,55,Old-aged Adults
2013,New Brunswick,65 to 69 years,Females,Breast,Number of new cancer cases,Number,80,Old-aged Adults
2013,New Brunswick,70 to 74 years,Females,Stomach,Number of new cancer cases,Number,5,Old-aged Adults
2013,New Brunswick,70 to 74 years,Females,Colon and rectum,Number of new cancer cases,Number,55,Old-aged Adults
2013,New Brunswick,70 to 74 years,Females,Colon excluding rectum,Number of new cancer cases,Number,40,Old-aged Adults
2013,New Brunswick,70 to 74 years,Females,Liver,Number of new cancer cases,Number,0,Old-aged Adults
2013,New Brunswick,70 to 74 years,Females,Lung and bronchus,Number of new cancer cases,Number,55,Old-aged Adults
2013,New Brunswick,70 to 74 years,Females,Breast,Number of new cancer cases,Number,55,Old-aged Adults
2013,New Brunswick,75 to 79 years,Females,Stomach,Number of new cancer cases,Number,5,Old-aged Adults
2013,New Brunswick,75 to 79 years,Females,Colon and rectum,Number of new cancer cases,Number,35,Old-aged Adults
2013,New Brunswick,75 to 79 years,Females,Colon excluding rectum,Number of new cancer cases,Number,30,Old-aged Adults
2013,New Brunswick,75 to 79 years,Females,Liver,Number of new cancer cases,Number,0,Old-aged Adults
2013,New Brunswick,75 to 79 years,Females,Lung and bronchus,Number of new cancer cases,Number,60,Old-aged Adults
2013,New Brunswick,75 to 79 years,Females,Breast,Number of new cancer cases,Number,45,Old-aged Adults
2013,New Brunswick,80 to 84 years,Females,Stomach,Number of new cancer cases,Number,5,Old-aged Adults
2013,New Brunswick,80 to 84 years,Females,Colon and rectum,Number of new cancer cases,Number,30,Old-aged Adults
2013,New Brunswick,80 to 84 years,Females,Colon excluding rectum,Number of new cancer cases,Number,25,Old-aged Adults
2013,New Brunswick,80 to 84 years,Females,Liver,Number of new cancer cases,Number,5,Old-aged Adults
2013,New Brunswick,80 to 84 years,Females,Lung and bronchus,Number of new cancer cases,Number,30,Old-aged Adults
2013,New Brunswick,80 to 84 years,Females,Breast,Number of new cancer cases,Number,40,Old-aged Adults
2013,New Brunswick,85 to 89 years,Females,Stomach,Number of new cancer cases,Number,0,Old-aged Adults
2013,New Brunswick,85 to 89 years,Females,Colon and rectum,Number of new cancer cases,Number,35,Old-aged Adults
2013,New Brunswick,85 to 89 years,Females,Colon excluding rectum,Number of new cancer cases,Number,30,Old-aged Adults
2013,New Brunswick,85 to 89 years,Females,Liver,Number of new cancer cases,Number,5,Old-aged Adults
2013,New Brunswick,85 to 89 years,Females,Lung and bronchus,Number of new cancer cases,Number,15,Old-aged Adults
2013,New Brunswick,85 to 89 years,Females,Breast,Number of new cancer cases,Number,30,Old-aged Adults
2013,New Brunswick,90 years and over,Females,Stomach,Number of new cancer cases,Number,0,Old-aged Adults
2013,New Brunswick,90 years and over,Females,Colon and rectum,Number of new cancer cases,Number,15,Old-aged Adults
2013,New Brunswick,90 years and over,Females,Colon excluding rectum,Number of new cancer cases,Number,15,Old-aged Adults
2013,New Brunswick,90 years and over,Females,Liver,Number of new cancer cases,Number,0,Old-aged Adults
2013,New Brunswick,90 years and over,Females,Lung and bronchus,Number of new cancer cases,Number,10,Old-aged Adults
2013,New Brunswick,90 years and over,Females,Breast,Number of new cancer cases,Number,10,Old-aged Adults
2013,New Brunswick,"Age group, not stated",Females,Stomach,Number of new cancer cases,Number,0,Unknown
2013,New Brunswick,"Age group, not stated",Females,Colon and rectum,Number of new cancer cases,Number,0,Unknown
2013,New Brunswick,"Age group, not stated",Females,Colon excluding rectum,Number of new cancer cases,Number,0,Unknown
2013,New Brunswick,"Age group, not stated",Females,Liver,Number of new cancer cases,Number,0,Unknown
2013,New Brunswick,"Age group, not stated",Females,Lung and bronchus,Number of new cancer cases,Number,0,Unknown
2013,New Brunswick,"Age group, not stated",Females,Breast,Number of new cancer cases,Number,0,Unknown
2013,Quebec,"Total, all ages",Females,Stomach,Number of new cancer cases,Number,325,Total
2013,Quebec,"Total, all ages",Females,Colon and rectum,Number of new cancer cases,Number,2910,Total
2013,Quebec,"Total, all ages",Females,Colon excluding rectum,Number of new cancer cases,Number,2100,Total
2013,Quebec,"Total, all ages",Females,Liver,Number of new cancer cases,Number,130,Total
2013,Quebec,"Total, all ages",Females,Lung and bronchus,Number of new cancer cases,Number,3960,Total
2013,Quebec,"Total, all ages",Females,Breast,Number of new cancer cases,Number,6555,Total
2013,Quebec,0 to 4 years,Females,Stomach,Number of new cancer cases,Number,0,Child
2013,Quebec,0 to 4 years,Females,Colon and rectum,Number of new cancer cases,Number,0,Child
2013,Quebec,0 to 4 years,Females,Colon excluding rectum,Number of new cancer cases,Number,0,Child
2013,Quebec,0 to 4 years,Females,Liver,Number of new cancer cases,Number,0,Child
2013,Quebec,0 to 4 years,Females,Lung and bronchus,Number of new cancer cases,Number,0,Child
2013,Quebec,0 to 4 years,Females,Breast,Number of new cancer cases,Number,0,Child
2013,Quebec,5 to 9 years,Females,Stomach,Number of new cancer cases,Number,0,Child
2013,Quebec,5 to 9 years,Females,Colon and rectum,Number of new cancer cases,Number,0,Child
2013,Quebec,5 to 9 years,Females,Colon excluding rectum,Number of new cancer cases,Number,0,Child
2013,Quebec,5 to 9 years,Females,Liver,Number of new cancer cases,Number,0,Child
2013,Quebec,5 to 9 years,Females,Lung and bronchus,Number of new cancer cases,Number,0,Child
2013,Quebec,5 to 9 years,Females,Breast,Number of new cancer cases,Number,0,Child
2013,Quebec,10 to 14 years,Females,Stomach,Number of new cancer cases,Number,0,Child
2013,Quebec,10 to 14 years,Females,Colon and rectum,Number of new cancer cases,Number,0,Child
2013,Quebec,10 to 14 years,Females,Colon excluding rectum,Number of new cancer cases,Number,0,Child
2013,Quebec,10 to 14 years,Females,Liver,Number of new cancer cases,Number,0,Child
2013,Quebec,10 to 14 years,Females,Lung and bronchus,Number of new cancer cases,Number,0,Child
2013,Quebec,10 to 14 years,Females,Breast,Number of new cancer cases,Number,0,Child
2013,Quebec,15 to 19 years,Females,Stomach,Number of new cancer cases,Number,0,Young Adults
2013,Quebec,15 to 19 years,Females,Colon and rectum,Number of new cancer cases,Number,5,Young Adults
2013,Quebec,15 to 19 years,Females,Colon excluding rectum,Number of new cancer cases,Number,5,Young Adults
2013,Quebec,15 to 19 years,Females,Liver,Number of new cancer cases,Number,0,Young Adults
2013,Quebec,15 to 19 years,Females,Lung and bronchus,Number of new cancer cases,Number,0,Young Adults
2013,Quebec,15 to 19 years,Females,Breast,Number of new cancer cases,Number,0,Young Adults
2013,Quebec,20 to 24 years,Females,Stomach,Number of new cancer cases,Number,0,Young Adults
2013,Quebec,20 to 24 years,Females,Colon and rectum,Number of new cancer cases,Number,0,Young Adults
2013,Quebec,20 to 24 years,Females,Colon excluding rectum,Number of new cancer cases,Number,5,Young Adults
2013,Quebec,20 to 24 years,Females,Liver,Number of new cancer cases,Number,5,Young Adults
2013,Quebec,20 to 24 years,Females,Lung and bronchus,Number of new cancer cases,Number,0,Young Adults
2013,Quebec,20 to 24 years,Females,Breast,Number of new cancer cases,Number,5,Young Adults
2013,Quebec,25 to 29 years,Females,Stomach,Number of new cancer cases,Number,5,Young Adults
2013,Quebec,25 to 29 years,Females,Colon and rectum,Number of new cancer cases,Number,10,Young Adults
2013,Quebec,25 to 29 years,Females,Colon excluding rectum,Number of new cancer cases,Number,10,Young Adults
2013,Quebec,25 to 29 years,Females,Liver,Number of new cancer cases,Number,0,Young Adults
2013,Quebec,25 to 29 years,Females,Lung and bronchus,Number of new cancer cases,Number,0,Young Adults
2013,Quebec,25 to 29 years,Females,Breast,Number of new cancer cases,Number,30,Young Adults
2013,Quebec,30 to 34 years,Females,Stomach,Number of new cancer cases,Number,0,Middle-aged Adults
2013,Quebec,30 to 34 years,Females,Colon and rectum,Number of new cancer cases,Number,10,Middle-aged Adults
2013,Quebec,30 to 34 years,Females,Colon excluding rectum,Number of new cancer cases,Number,10,Middle-aged Adults
2013,Quebec,30 to 34 years,Females,Liver,Number of new cancer cases,Number,0,Middle-aged Adults
2013,Quebec,30 to 34 years,Females,Lung and bronchus,Number of new cancer cases,Number,5,Middle-aged Adults
2013,Quebec,30 to 34 years,Females,Breast,Number of new cancer cases,Number,85,Middle-aged Adults
2013,Quebec,35 to 39 years,Females,Stomach,Number of new cancer cases,Number,5,Middle-aged Adults
2013,Quebec,35 to 39 years,Females,Colon and rectum,Number of new cancer cases,Number,20,Middle-aged Adults
2013,Quebec,35 to 39 years,Females,Colon excluding rectum,Number of new cancer cases,Number,5,Middle-aged Adults
2013,Quebec,35 to 39 years,Females,Liver,Number of new cancer cases,Number,5,Middle-aged Adults
2013,Quebec,35 to 39 years,Females,Lung and bronchus,Number of new cancer cases,Number,5,Middle-aged Adults
2013,Quebec,35 to 39 years,Females,Breast,Number of new cancer cases,Number,155,Middle-aged Adults
2013,Quebec,40 to 44 years,Females,Stomach,Number of new cancer cases,Number,5,Middle-aged Adults
2013,Quebec,40 to 44 years,Females,Colon and rectum,Number of new cancer cases,Number,40,Middle-aged Adults
2013,Quebec,40 to 44 years,Females,Colon excluding rectum,Number of new cancer cases,Number,20,Middle-aged Adults
2013,Quebec,40 to 44 years,Females,Liver,Number of new cancer cases,Number,0,Middle-aged Adults
2013,Quebec,40 to 44 years,Females,Lung and bronchus,Number of new cancer cases,Number,25,Middle-aged Adults
2013,Quebec,40 to 44 years,Females,Breast,Number of new cancer cases,Number,300,Middle-aged Adults
2013,Quebec,45 to 49 years,Females,Stomach,Number of new cancer cases,Number,5,Old-aged Adults
2013,Quebec,45 to 49 years,Females,Colon and rectum,Number of new cancer cases,Number,100,Old-aged Adults
2013,Quebec,45 to 49 years,Females,Colon excluding rectum,Number of new cancer cases,Number,60,Old-aged Adults
2013,Quebec,45 to 49 years,Females,Liver,Number of new cancer cases,Number,5,Old-aged Adults
2013,Quebec,45 to 49 years,Females,Lung and bronchus,Number of new cancer cases,Number,100,Old-aged Adults
2013,Quebec,45 to 49 years,Females,Breast,Number of new cancer cases,Number,505,Old-aged Adults
2013,Quebec,50 to 54 years,Females,Stomach,Number of new cancer cases,Number,15,Old-aged Adults
2013,Quebec,50 to 54 years,Females,Colon and rectum,Number of new cancer cases,Number,165,Old-aged Adults
2013,Quebec,50 to 54 years,Females,Colon excluding rectum,Number of new cancer cases,Number,105,Old-aged Adults
2013,Quebec,50 to 54 years,Females,Liver,Number of new cancer cases,Number,10,Old-aged Adults
2013,Quebec,50 to 54 years,Females,Lung and bronchus,Number of new cancer cases,Number,295,Old-aged Adults
2013,Quebec,50 to 54 years,Females,Breast,Number of new cancer cases,Number,815,Old-aged Adults
2013,Quebec,55 to 59 years,Females,Stomach,Number of new cancer cases,Number,20,Old-aged Adults
2013,Quebec,55 to 59 years,Females,Colon and rectum,Number of new cancer cases,Number,240,Old-aged Adults
2013,Quebec,55 to 59 years,Females,Colon excluding rectum,Number of new cancer cases,Number,155,Old-aged Adults
2013,Quebec,55 to 59 years,Females,Liver,Number of new cancer cases,Number,10,Old-aged Adults
2013,Quebec,55 to 59 years,Females,Lung and bronchus,Number of new cancer cases,Number,485,Old-aged Adults
2013,Quebec,55 to 59 years,Females,Breast,Number of new cancer cases,Number,790,Old-aged Adults
2013,Quebec,60 to 64 years,Females,Stomach,Number of new cancer cases,Number,35,Old-aged Adults
2013,Quebec,60 to 64 years,Females,Colon and rectum,Number of new cancer cases,Number,295,Old-aged Adults
2013,Quebec,60 to 64 years,Females,Colon excluding rectum,Number of new cancer cases,Number,195,Old-aged Adults
2013,Quebec,60 to 64 years,Females,Liver,Number of new cancer cases,Number,15,Old-aged Adults
2013,Quebec,60 to 64 years,Females,Lung and bronchus,Number of new cancer cases,Number,555,Old-aged Adults
2013,Quebec,60 to 64 years,Females,Breast,Number of new cancer cases,Number,900,Old-aged Adults
2013,Quebec,65 to 69 years,Females,Stomach,Number of new cancer cases,Number,35,Old-aged Adults
2013,Quebec,65 to 69 years,Females,Colon and rectum,Number of new cancer cases,Number,395,Old-aged Adults
2013,Quebec,65 to 69 years,Females,Colon excluding rectum,Number of new cancer cases,Number,265,Old-aged Adults
2013,Quebec,65 to 69 years,Females,Liver,Number of new cancer cases,Number,15,Old-aged Adults
2013,Quebec,65 to 69 years,Females,Lung and bronchus,Number of new cancer cases,Number,630,Old-aged Adults
2013,Quebec,65 to 69 years,Females,Breast,Number of new cancer cases,Number,965,Old-aged Adults
2013,Quebec,70 to 74 years,Females,Stomach,Number of new cancer cases,Number,40,Old-aged Adults
2013,Quebec,70 to 74 years,Females,Colon and rectum,Number of new cancer cases,Number,380,Old-aged Adults
2013,Quebec,70 to 74 years,Females,Colon excluding rectum,Number of new cancer cases,Number,295,Old-aged Adults
2013,Quebec,70 to 74 years,Females,Liver,Number of new cancer cases,Number,15,Old-aged Adults
2013,Quebec,70 to 74 years,Females,Lung and bronchus,Number of new cancer cases,Number,605,Old-aged Adults
2013,Quebec,70 to 74 years,Females,Breast,Number of new cancer cases,Number,665,Old-aged Adults
2013,Quebec,75 to 79 years,Females,Stomach,Number of new cancer cases,Number,40,Old-aged Adults
2013,Quebec,75 to 79 years,Females,Colon and rectum,Number of new cancer cases,Number,385,Old-aged Adults
2013,Quebec,75 to 79 years,Females,Colon excluding rectum,Number of new cancer cases,Number,310,Old-aged Adults
2013,Quebec,75 to 79 years,Females,Liver,Number of new cancer cases,Number,20,Old-aged Adults
2013,Quebec,75 to 79 years,Females,Lung and bronchus,Number of new cancer cases,Number,505,Old-aged Adults
2013,Quebec,75 to 79 years,Females,Breast,Number of new cancer cases,Number,480,Old-aged Adults
2013,Quebec,80 to 84 years,Females,Stomach,Number of new cancer cases,Number,60,Old-aged Adults
2013,Quebec,80 to 84 years,Females,Colon and rectum,Number of new cancer cases,Number,375,Old-aged Adults
2013,Quebec,80 to 84 years,Females,Colon excluding rectum,Number of new cancer cases,Number,290,Old-aged Adults
2013,Quebec,80 to 84 years,Females,Liver,Number of new cancer cases,Number,15,Old-aged Adults
2013,Quebec,80 to 84 years,Females,Lung and bronchus,Number of new cancer cases,Number,420,Old-aged Adults
2013,Quebec,80 to 84 years,Females,Breast,Number of new cancer cases,Number,410,Old-aged Adults
2013,Quebec,85 to 89 years,Females,Stomach,Number of new cancer cases,Number,40,Old-aged Adults
2013,Quebec,85 to 89 years,Females,Colon and rectum,Number of new cancer cases,Number,295,Old-aged Adults
2013,Quebec,85 to 89 years,Females,Colon excluding rectum,Number of new cancer cases,Number,230,Old-aged Adults
2013,Quebec,85 to 89 years,Females,Liver,Number of new cancer cases,Number,15,Old-aged Adults
2013,Quebec,85 to 89 years,Females,Lung and bronchus,Number of new cancer cases,Number,220,Old-aged Adults
2013,Quebec,85 to 89 years,Females,Breast,Number of new cancer cases,Number,280,Old-aged Adults
2013,Quebec,90 years and over,Females,Stomach,Number of new cancer cases,Number,25,Old-aged Adults
2013,Quebec,90 years and over,Females,Colon and rectum,Number of new cancer cases,Number,185,Old-aged Adults
2013,Quebec,90 years and over,Females,Colon excluding rectum,Number of new cancer cases,Number,150,Old-aged Adults
2013,Quebec,90 years and over,Females,Liver,Number of new cancer cases,Number,10,Old-aged Adults
2013,Quebec,90 years and over,Females,Lung and bronchus,Number of new cancer cases,Number,115,Old-aged Adults
2013,Quebec,90 years and over,Females,Breast,Number of new cancer cases,Number,160,Old-aged Adults
2013,Quebec,"Age group, not stated",Females,Stomach,Number of new cancer cases,Number,0,Unknown
2013,Quebec,"Age group, not stated",Females,Colon and rectum,Number of new cancer cases,Number,0,Unknown
2013,Quebec,"Age group, not stated",Females,Colon excluding rectum,Number of new cancer cases,Number,0,Unknown
2013,Quebec,"Age group, not stated",Females,Liver,Number of new cancer cases,Number,0,Unknown
2013,Quebec,"Age group, not stated",Females,Lung and bronchus,Number of new cancer cases,Number,0,Unknown
2013,Quebec,"Age group, not stated",Females,Breast,Number of new cancer cases,Number,0,Unknown
2013,Ontario,"Total, all ages",Females,Stomach,Number of new cancer cases,Number,580,Total
2013,Ontario,"Total, all ages",Females,Colon and rectum,Number of new cancer cases,Number,3685,Total
2013,Ontario,"Total, all ages",Females,Colon excluding rectum,Number of new cancer cases,Number,2675,Total
2013,Ontario,"Total, all ages",Females,Liver,Number of new cancer cases,Number,250,Total
2013,Ontario,"Total, all ages",Females,Lung and bronchus,Number of new cancer cases,Number,4550,Total
2013,Ontario,"Total, all ages",Females,Breast,Number of new cancer cases,Number,9325,Total
2013,Ontario,0 to 4 years,Females,Stomach,Number of new cancer cases,Number,0,Child
2013,Ontario,0 to 4 years,Females,Colon and rectum,Number of new cancer cases,Number,0,Child
2013,Ontario,0 to 4 years,Females,Colon excluding rectum,Number of new cancer cases,Number,0,Child
2013,Ontario,0 to 4 years,Females,Liver,Number of new cancer cases,Number,0,Child
2013,Ontario,0 to 4 years,Females,Lung and bronchus,Number of new cancer cases,Number,0,Child
2013,Ontario,0 to 4 years,Females,Breast,Number of new cancer cases,Number,0,Child
2013,Ontario,5 to 9 years,Females,Stomach,Number of new cancer cases,Number,0,Child
2013,Ontario,5 to 9 years,Females,Colon and rectum,Number of new cancer cases,Number,0,Child
2013,Ontario,5 to 9 years,Females,Colon excluding rectum,Number of new cancer cases,Number,0,Child
2013,Ontario,5 to 9 years,Females,Liver,Number of new cancer cases,Number,0,Child
2013,Ontario,5 to 9 years,Females,Lung and bronchus,Number of new cancer cases,Number,0,Child
2013,Ontario,5 to 9 years,Females,Breast,Number of new cancer cases,Number,0,Child
2013,Ontario,10 to 14 years,Females,Stomach,Number of new cancer cases,Number,0,Child
2013,Ontario,10 to 14 years,Females,Colon and rectum,Number of new cancer cases,Number,0,Child
2013,Ontario,10 to 14 years,Females,Colon excluding rectum,Number of new cancer cases,Number,5,Child
2013,Ontario,10 to 14 years,Females,Liver,Number of new cancer cases,Number,0,Child
2013,Ontario,10 to 14 years,Females,Lung and bronchus,Number of new cancer cases,Number,0,Child
2013,Ontario,10 to 14 years,Females,Breast,Number of new cancer cases,Number,0,Child
2013,Ontario,15 to 19 years,Females,Stomach,Number of new cancer cases,Number,0,Young Adults
2013,Ontario,15 to 19 years,Females,Colon and rectum,Number of new cancer cases,Number,5,Young Adults
2013,Ontario,15 to 19 years,Females,Colon excluding rectum,Number of new cancer cases,Number,5,Young Adults
2013,Ontario,15 to 19 years,Females,Liver,Number of new cancer cases,Number,0,Young Adults
2013,Ontario,15 to 19 years,Females,Lung and bronchus,Number of new cancer cases,Number,0,Young Adults
2013,Ontario,15 to 19 years,Females,Breast,Number of new cancer cases,Number,0,Young Adults
2013,Ontario,20 to 24 years,Females,Stomach,Number of new cancer cases,Number,5,Young Adults
2013,Ontario,20 to 24 years,Females,Colon and rectum,Number of new cancer cases,Number,10,Young Adults
2013,Ontario,20 to 24 years,Females,Colon excluding rectum,Number of new cancer cases,Number,10,Young Adults
2013,Ontario,20 to 24 years,Females,Liver,Number of new cancer cases,Number,0,Young Adults
2013,Ontario,20 to 24 years,Females,Lung and bronchus,Number of new cancer cases,Number,0,Young Adults
2013,Ontario,20 to 24 years,Females,Breast,Number of new cancer cases,Number,5,Young Adults
2013,Ontario,25 to 29 years,Females,Stomach,Number of new cancer cases,Number,0,Young Adults
2013,Ontario,25 to 29 years,Females,Colon and rectum,Number of new cancer cases,Number,10,Young Adults
2013,Ontario,25 to 29 years,Females,Colon excluding rectum,Number of new cancer cases,Number,10,Young Adults
2013,Ontario,25 to 29 years,Females,Liver,Number of new cancer cases,Number,0,Young Adults
2013,Ontario,25 to 29 years,Females,Lung and bronchus,Number of new cancer cases,Number,0,Young Adults
2013,Ontario,25 to 29 years,Females,Breast,Number of new cancer cases,Number,40,Young Adults
2013,Ontario,30 to 34 years,Females,Stomach,Number of new cancer cases,Number,5,Middle-aged Adults
2013,Ontario,30 to 34 years,Females,Colon and rectum,Number of new cancer cases,Number,25,Middle-aged Adults
2013,Ontario,30 to 34 years,Females,Colon excluding rectum,Number of new cancer cases,Number,20,Middle-aged Adults
2013,Ontario,30 to 34 years,Females,Liver,Number of new cancer cases,Number,0,Middle-aged Adults
2013,Ontario,30 to 34 years,Females,Lung and bronchus,Number of new cancer cases,Number,10,Middle-aged Adults
2013,Ontario,30 to 34 years,Females,Breast,Number of new cancer cases,Number,120,Middle-aged Adults
2013,Ontario,35 to 39 years,Females,Stomach,Number of new cancer cases,Number,5,Middle-aged Adults
2013,Ontario,35 to 39 years,Females,Colon and rectum,Number of new cancer cases,Number,40,Middle-aged Adults
2013,Ontario,35 to 39 years,Females,Colon excluding rectum,Number of new cancer cases,Number,20,Middle-aged Adults
2013,Ontario,35 to 39 years,Females,Liver,Number of new cancer cases,Number,5,Middle-aged Adults
2013,Ontario,35 to 39 years,Females,Lung and bronchus,Number of new cancer cases,Number,15,Middle-aged Adults
2013,Ontario,35 to 39 years,Females,Breast,Number of new cancer cases,Number,235,Middle-aged Adults
2013,Ontario,40 to 44 years,Females,Stomach,Number of new cancer cases,Number,15,Middle-aged Adults
2013,Ontario,40 to 44 years,Females,Colon and rectum,Number of new cancer cases,Number,80,Middle-aged Adults
2013,Ontario,40 to 44 years,Females,Colon excluding rectum,Number of new cancer cases,Number,50,Middle-aged Adults
2013,Ontario,40 to 44 years,Females,Liver,Number of new cancer cases,Number,5,Middle-aged Adults
2013,Ontario,40 to 44 years,Females,Lung and bronchus,Number of new cancer cases,Number,35,Middle-aged Adults
2013,Ontario,40 to 44 years,Females,Breast,Number of new cancer cases,Number,525,Middle-aged Adults
2013,Ontario,45 to 49 years,Females,Stomach,Number of new cancer cases,Number,15,Old-aged Adults
2013,Ontario,45 to 49 years,Females,Colon and rectum,Number of new cancer cases,Number,150,Old-aged Adults
2013,Ontario,45 to 49 years,Females,Colon excluding rectum,Number of new cancer cases,Number,90,Old-aged Adults
2013,Ontario,45 to 49 years,Females,Liver,Number of new cancer cases,Number,5,Old-aged Adults
2013,Ontario,45 to 49 years,Females,Lung and bronchus,Number of new cancer cases,Number,100,Old-aged Adults
2013,Ontario,45 to 49 years,Females,Breast,Number of new cancer cases,Number,855,Old-aged Adults
2013,Ontario,50 to 54 years,Females,Stomach,Number of new cancer cases,Number,35,Old-aged Adults
2013,Ontario,50 to 54 years,Females,Colon and rectum,Number of new cancer cases,Number,225,Old-aged Adults
2013,Ontario,50 to 54 years,Females,Colon excluding rectum,Number of new cancer cases,Number,130,Old-aged Adults
2013,Ontario,50 to 54 years,Females,Liver,Number of new cancer cases,Number,15,Old-aged Adults
2013,Ontario,50 to 54 years,Females,Lung and bronchus,Number of new cancer cases,Number,240,Old-aged Adults
2013,Ontario,50 to 54 years,Females,Breast,Number of new cancer cases,Number,1145,Old-aged Adults
2013,Ontario,55 to 59 years,Females,Stomach,Number of new cancer cases,Number,50,Old-aged Adults
2013,Ontario,55 to 59 years,Females,Colon and rectum,Number of new cancer cases,Number,300,Old-aged Adults
2013,Ontario,55 to 59 years,Females,Colon excluding rectum,Number of new cancer cases,Number,195,Old-aged Adults
2013,Ontario,55 to 59 years,Females,Liver,Number of new cancer cases,Number,15,Old-aged Adults
2013,Ontario,55 to 59 years,Females,Lung and bronchus,Number of new cancer cases,Number,400,Old-aged Adults
2013,Ontario,55 to 59 years,Females,Breast,Number of new cancer cases,Number,1050,Old-aged Adults
2013,Ontario,60 to 64 years,Females,Stomach,Number of new cancer cases,Number,45,Old-aged Adults
2013,Ontario,60 to 64 years,Females,Colon and rectum,Number of new cancer cases,Number,345,Old-aged Adults
2013,Ontario,60 to 64 years,Females,Colon excluding rectum,Number of new cancer cases,Number,230,Old-aged Adults
2013,Ontario,60 to 64 years,Females,Liver,Number of new cancer cases,Number,20,Old-aged Adults
2013,Ontario,60 to 64 years,Females,Lung and bronchus,Number of new cancer cases,Number,530,Old-aged Adults
2013,Ontario,60 to 64 years,Females,Breast,Number of new cancer cases,Number,1140,Old-aged Adults
2013,Ontario,65 to 69 years,Females,Stomach,Number of new cancer cases,Number,65,Old-aged Adults
2013,Ontario,65 to 69 years,Females,Colon and rectum,Number of new cancer cases,Number,415,Old-aged Adults
2013,Ontario,65 to 69 years,Females,Colon excluding rectum,Number of new cancer cases,Number,285,Old-aged Adults
2013,Ontario,65 to 69 years,Females,Liver,Number of new cancer cases,Number,30,Old-aged Adults
2013,Ontario,65 to 69 years,Females,Lung and bronchus,Number of new cancer cases,Number,705,Old-aged Adults
2013,Ontario,65 to 69 years,Females,Breast,Number of new cancer cases,Number,1295,Old-aged Adults
2013,Ontario,70 to 74 years,Females,Stomach,Number of new cancer cases,Number,60,Old-aged Adults
2013,Ontario,70 to 74 years,Females,Colon and rectum,Number of new cancer cases,Number,465,Old-aged Adults
2013,Ontario,70 to 74 years,Females,Colon excluding rectum,Number of new cancer cases,Number,355,Old-aged Adults
2013,Ontario,70 to 74 years,Females,Liver,Number of new cancer cases,Number,30,Old-aged Adults
2013,Ontario,70 to 74 years,Females,Lung and bronchus,Number of new cancer cases,Number,770,Old-aged Adults
2013,Ontario,70 to 74 years,Females,Breast,Number of new cancer cases,Number,1045,Old-aged Adults
2013,Ontario,75 to 79 years,Females,Stomach,Number of new cancer cases,Number,100,Old-aged Adults
2013,Ontario,75 to 79 years,Females,Colon and rectum,Number of new cancer cases,Number,470,Old-aged Adults
2013,Ontario,75 to 79 years,Females,Colon excluding rectum,Number of new cancer cases,Number,365,Old-aged Adults
2013,Ontario,75 to 79 years,Females,Liver,Number of new cancer cases,Number,35,Old-aged Adults
2013,Ontario,75 to 79 years,Females,Lung and bronchus,Number of new cancer cases,Number,670,Old-aged Adults
2013,Ontario,75 to 79 years,Females,Breast,Number of new cancer cases,Number,700,Old-aged Adults
2013,Ontario,80 to 84 years,Females,Stomach,Number of new cancer cases,Number,75,Old-aged Adults
2013,Ontario,80 to 84 years,Females,Colon and rectum,Number of new cancer cases,Number,515,Old-aged Adults
2013,Ontario,80 to 84 years,Females,Colon excluding rectum,Number of new cancer cases,Number,410,Old-aged Adults
2013,Ontario,80 to 84 years,Females,Liver,Number of new cancer cases,Number,35,Old-aged Adults
2013,Ontario,80 to 84 years,Females,Lung and bronchus,Number of new cancer cases,Number,595,Old-aged Adults
2013,Ontario,80 to 84 years,Females,Breast,Number of new cancer cases,Number,570,Old-aged Adults
2013,Ontario,85 to 89 years,Females,Stomach,Number of new cancer cases,Number,65,Old-aged Adults
2013,Ontario,85 to 89 years,Females,Colon and rectum,Number of new cancer cases,Number,390,Old-aged Adults
2013,Ontario,85 to 89 years,Females,Colon excluding rectum,Number of new cancer cases,Number,315,Old-aged Adults
2013,Ontario,85 to 89 years,Females,Liver,Number of new cancer cases,Number,30,Old-aged Adults
2013,Ontario,85 to 89 years,Females,Lung and bronchus,Number of new cancer cases,Number,330,Old-aged Adults
2013,Ontario,85 to 89 years,Females,Breast,Number of new cancer cases,Number,355,Old-aged Adults
2013,Ontario,90 years and over,Females,Stomach,Number of new cancer cases,Number,40,Old-aged Adults
2013,Ontario,90 years and over,Females,Colon and rectum,Number of new cancer cases,Number,230,Old-aged Adults
2013,Ontario,90 years and over,Females,Colon excluding rectum,Number of new cancer cases,Number,185,Old-aged Adults
2013,Ontario,90 years and over,Females,Liver,Number of new cancer cases,Number,10,Old-aged Adults
